old_genotype,genotype,population,ancestry,plant_number,rep_number,planting_date,DAP,leaf_number,plant_width,longest_leaf_length,bolting_date,days_to_bolting,round,location,plants_remove,rel_DAP
8.116,NY_76,8,northern_eurasian,1,2,6/22/23,25,23,18.2,9.8,7/21/23,29,2,NY,31,0.5
8.116,NY_76,8,northern_eurasian,1,2,6/22/23,27,23,19.6,10.2,7/21/23,29,2,NY,31,0.54
8.116,NY_76,8,northern_eurasian,2,2,6/22/23,29,5,0,0,8/23/23,62,2,NY,31,0.58
8.116,NY_76,8,northern_eurasian,2,2,6/22/23,32,10,5.5,3.3,8/23/23,62,2,NY,31,0.64
8.116,NY_76,8,northern_eurasian,2,2,6/22/23,34,10,6.5,4.2,8/23/23,62,2,NY,31,0.68
8.116,NY_76,8,northern_eurasian,2,2,6/22/23,36,11,8,4.2,8/23/23,62,2,NY,31,0.72
8.116,NY_76,8,northern_eurasian,2,2,6/22/23,39,11,8.3,5.1,8/23/23,62,2,NY,31,0.78
8.116,NY_76,8,northern_eurasian,2,2,6/22/23,41,12,9.1,5.1,8/23/23,62,2,NY,31,0.82
8.116,NY_76,8,northern_eurasian,2,2,6/22/23,46,12,10,5.7,8/23/23,62,2,NY,31,0.92
8.116,NY_76,8,northern_eurasian,2,2,6/22/23,48,12,10,5.7,8/23/23,62,2,NY,31,0.96
8.116,NY_76,8,northern_eurasian,2,2,6/22/23,50,14,10,5.7,8/23/23,62,2,NY,31,1
9.125,NY_77,9,northern_eurasian,1,1,6/22/23,19,23,10.5,6.6,7/24/23,32,2,NY,32,0.3064516129032258
9.125,NY_77,9,northern_eurasian,1,1,6/22/23,20,24,12.1,7.2,7/24/23,32,2,NY,32,0.3225806451612903
9.125,NY_77,9,northern_eurasian,1,1,6/22/23,22,24,14.5,8.9,7/24/23,32,2,NY,32,0.3548387096774194
9.125,NY_77,9,northern_eurasian,1,1,6/22/23,25,41,16.5,8.9,7/24/23,32,2,NY,32,0.4032258064516129
9.125,NY_77,9,northern_eurasian,1,1,6/22/23,27,41,16.5,8.9,7/24/23,32,2,NY,32,0.43548387096774194
9.125,NY_77,9,northern_eurasian,1,1,6/22/23,29,41,16.5,8.9,7/24/23,32,2,NY,32,0.46774193548387094
9.125,NY_77,9,northern_eurasian,1,2,6/22/23,19,0,0,0,8/23/23,62,2,NY,33,0.3064516129032258
9.125,NY_77,9,northern_eurasian,1,2,6/22/23,20,4,0,0,8/23/23,62,2,NY,33,0.3225806451612903
9.125,NY_77,9,northern_eurasian,1,2,6/22/23,22,4,0,0,8/23/23,62,2,NY,33,0.3548387096774194
9.125,NY_77,9,northern_eurasian,1,2,6/22/23,25,4,0,0,8/23/23,62,2,NY,33,0.4032258064516129
9.125,NY_77,9,northern_eurasian,1,2,6/22/23,27,4,0,0,8/23/23,62,2,NY,33,0.43548387096774194
9.125,NY_77,9,northern_eurasian,1,2,6/22/23,29,4,0,0,8/23/23,62,2,NY,33,0.46774193548387094
9.125,NY_77,9,northern_eurasian,1,2,6/22/23,32,6,1,0.7,8/23/23,62,2,NY,33,0.5161290322580645
9.125,NY_77,9,northern_eurasian,1,2,6/22/23,34,13,1.5,0.8,8/23/23,62,2,NY,33,0.5483870967741935
9.125,NY_77,9,northern_eurasian,1,2,6/22/23,36,13,2,1.5,8/23/23,62,2,NY,33,0.5806451612903226
9.125,NY_77,9,northern_eurasian,1,2,6/22/23,39,16,3.5,2.1,8/23/23,62,2,NY,33,0.6290322580645161
9.125,NY_77,9,northern_eurasian,1,2,6/22/23,41,16,3.5,2.1,8/23/23,62,2,NY,33,0.6612903225806451
9.125,NY_77,9,northern_eurasian,1,2,6/22/23,46,20,6.1,3.5,8/23/23,62,2,NY,33,0.7419354838709677
9.125,NY_77,9,northern_eurasian,1,2,6/22/23,48,20,6.1,4.2,8/23/23,62,2,NY,33,0.7741935483870968
9.125,NY_77,9,northern_eurasian,1,2,6/22/23,50,20,9.4,5.7,8/23/23,62,2,NY,33,0.8064516129032258
9.125,NY_77,9,northern_eurasian,1,2,6/22/23,62,20,9.4,4.8,8/23/23,62,2,NY,33,1
9.129,NY_78,9,northern_eurasian,1,1,6/22/23,19,10,8.8,6.3,7/28/23,36,2,NY,34,0.5588235294117647
9.129,NY_78,9,northern_eurasian,1,1,6/22/23,20,12,11.5,6.9,7/28/23,36,2,NY,34,0.5882352941176471
9.129,NY_78,9,northern_eurasian,1,1,6/22/23,22,12,13,7.6,7/28/23,36,2,NY,34,0.6470588235294118
9.129,NY_78,9,northern_eurasian,1,1,6/22/23,25,16,21.7,12.2,7/28/23,36,2,NY,34,0.7352941176470589
9.129,NY_78,9,northern_eurasian,1,1,6/22/23,27,16,22.2,12.2,7/28/23,36,2,NY,34,0.7941176470588235
9.129,NY_78,9,northern_eurasian,1,1,6/22/23,29,16,22.9,12.2,7/28/23,36,2,NY,34,0.8529411764705882
9.129,NY_78,9,northern_eurasian,1,1,6/22/23,32,17,23.7,12.9,7/28/23,36,2,NY,34,0.9411764705882353
9.129,NY_78,9,northern_eurasian,1,1,6/22/23,34,17,23.7,13,7/28/23,36,2,NY,34,1
9.129,NY_78,9,northern_eurasian,1,2,6/22/23,19,10,7.5,4.6,7/28/23,36,2,NY,35,0.5588235294117647
9.129,NY_78,9,northern_eurasian,1,2,6/22/23,20,11,9.5,5.8,7/28/23,36,2,NY,35,0.5882352941176471
9.129,NY_78,9,northern_eurasian,1,2,6/22/23,22,11,9.6,6.4,7/28/23,36,2,NY,35,0.6470588235294118
9.129,NY_78,9,northern_eurasian,1,2,6/22/23,25,16,18.3,9.7,7/28/23,36,2,NY,35,0.7352941176470589
9.129,NY_78,9,northern_eurasian,1,2,6/22/23,27,16,20.5,11.5,7/28/23,36,2,NY,35,0.7941176470588235
9.129,NY_78,9,northern_eurasian,1,2,6/22/23,29,16,21.2,11.5,7/28/23,36,2,NY,35,0.8529411764705882
9.129,NY_78,9,northern_eurasian,1,2,6/22/23,32,16,23.6,12.2,7/28/23,36,2,NY,35,0.9411764705882353
9.129,NY_78,9,northern_eurasian,1,2,6/22/23,34,23,23.6,12.4,7/28/23,36,2,NY,35,1
9.132,NY_79,9,northern_eurasian,1,1,6/22/23,19,12,13.4,7.2,7/21/23,29,2,NY,36,0.41304347826086957
9.132,NY_79,9,northern_eurasian,1,1,6/22/23,20,14,14.4,8.4,7/21/23,29,2,NY,36,0.43478260869565216
9.132,NY_79,9,northern_eurasian,1,1,6/22/23,22,14,15.6,9,7/21/23,29,2,NY,36,0.4782608695652174
9.132,NY_79,9,northern_eurasian,1,1,6/22/23,25,28,20.3,10.6,7/21/23,29,2,NY,36,0.5434782608695652
9.132,NY_79,9,northern_eurasian,1,1,6/22/23,27,28,20.3,10.6,7/21/23,29,2,NY,36,0.5869565217391305
9.132,NY_79,9,northern_eurasian,1,2,6/22/23,19,17,10.7,6,7/24/23,32,2,NY,37,0.41304347826086957
9.132,NY_79,9,northern_eurasian,1,2,6/22/23,20,18,12,7,7/24/23,32,2,NY,37,0.43478260869565216
9.132,NY_79,9,northern_eurasian,1,2,6/22/23,22,18,14.7,7,7/24/23,32,2,NY,37,0.4782608695652174
9.132,NY_79,9,northern_eurasian,1,2,6/22/23,25,27,18.5,9.7,7/24/23,32,2,NY,37,0.5434782608695652
9.132,NY_79,9,northern_eurasian,1,2,6/22/23,27,27,18.5,9.7,7/24/23,32,2,NY,37,0.5869565217391305
9.132,NY_79,9,northern_eurasian,1,2,6/22/23,29,27,18.9,10.2,7/24/23,32,2,NY,37,0.6304347826086957
9.132,NY_79,9,northern_eurasian,2,2,6/22/23,34,10,2.7,1.4,8/23/23,62,2,NY,37,0.7391304347826086
9.132,NY_79,9,northern_eurasian,2,2,6/22/23,36,13,4,2.2,8/23/23,62,2,NY,37,0.782608696
9.132,NY_79,9,northern_eurasian,2,2,6/22/23,39,13,4,2.2,8/23/23,62,2,NY,37,0.8478260869565217
9.132,NY_79,9,northern_eurasian,2,2,6/22/23,41,13,4,2.2,8/23/23,62,2,NY,37,0.8913043478260869
9.132,NY_79,9,northern_eurasian,2,2,6/22/23,46,13,4,3.2,8/23/23,62,2,NY,37,1
9.134,NY_80,9,northern_eurasian,1,1,6/22/23,19,7,2,1.1,8/9/23,48,2,NY,38,0.41304347826086957
9.134,NY_80,9,northern_eurasian,1,1,6/22/23,20,8,2.7,1.4,8/9/23,48,2,NY,38,0.43478260869565216
9.134,NY_80,9,northern_eurasian,1,1,6/22/23,22,8,3.2,1.7,8/9/23,48,2,NY,38,0.4782608695652174
9.134,NY_80,9,northern_eurasian,1,1,6/22/23,25,10,7.7,4.8,8/9/23,48,2,NY,38,0.5434782608695652
9.134,NY_80,9,northern_eurasian,1,1,6/22/23,27,10,9.1,5.5,8/9/23,48,2,NY,38,0.5869565217391305
9.134,NY_80,9,northern_eurasian,1,1,6/22/23,29,10,11.8,6.5,8/9/23,48,2,NY,38,0.6304347826086957
9.134,NY_80,9,northern_eurasian,1,1,6/22/23,32,12,18.1,10.5,8/9/23,48,2,NY,38,0.6956521739130435
9.134,NY_80,9,northern_eurasian,1,1,6/22/23,34,14,18.2,10.5,8/9/23,48,2,NY,38,0.7391304347826086
9.134,NY_80,9,northern_eurasian,1,1,6/22/23,36,14,18.7,10.5,8/9/23,48,2,NY,38,0.782608696
9.134,NY_80,9,northern_eurasian,1,1,6/22/23,39,14,18.7,10.5,8/9/23,48,2,NY,38,0.8478260869565217
9.134,NY_80,9,northern_eurasian,1,1,6/22/23,41,17,19.1,10.5,8/9/23,48,2,NY,38,0.8913043478260869
9.134,NY_80,9,northern_eurasian,1,1,6/22/23,46,17,19.1,10.5,8/9/23,48,2,NY,38,1
9.134,NY_80,9,northern_eurasian,1,2,6/22/23,19,14,7.2,4.5,8/9/23,48,2,NY,39,0.41304347826086957
9.134,NY_80,9,northern_eurasian,1,2,6/22/23,20,17,8.1,5.6,8/9/23,48,2,NY,39,0.43478260869565216
9.134,NY_80,9,northern_eurasian,1,2,6/22/23,22,17,8.1,6.6,8/9/23,48,2,NY,39,0.4782608695652174
9.134,NY_80,9,northern_eurasian,1,2,6/22/23,25,19,18.1,10.2,7/28/23,36,2,NY,39,0.5434782608695652
9.134,NY_80,9,northern_eurasian,1,2,6/22/23,27,19,18.5,10.2,7/28/23,36,2,NY,39,0.5869565217391305
9.134,NY_80,9,northern_eurasian,1,2,6/22/23,29,19,19.6,10.2,7/28/23,36,2,NY,39,0.6304347826086957
9.134,NY_80,9,northern_eurasian,1,2,6/22/23,32,21,21.3,11.5,7/28/23,36,2,NY,39,0.6956521739130435
9.134,NY_80,9,northern_eurasian,1,2,6/22/23,34,22,22,11.5,7/28/23,36,2,NY,39,0.7391304347826086
10.139,NY_81,10,northern_eurasian,1,1,6/22/23,19,19,13.1,7,7/19/23,27,2,NY,40,0.25
10.139,NY_81,10,northern_eurasian,1,1,6/22/23,20,25,14.4,8.5,7/19/23,27,2,NY,40,0.2631578947368421
10.139,NY_81,10,northern_eurasian,1,1,6/22/23,22,25,15,9.1,7/19/23,27,2,NY,40,0.2894736842105263
10.139,NY_81,10,northern_eurasian,1,1,6/22/23,25,31,20.8,10.4,7/19/23,27,2,NY,40,0.32894736842105265
10.149,NY_82,10,northern_eurasian,1,1,6/22/23,19,19,10.8,5.5,7/31/23,39,2,NY,40.2,0.5277777777777778
10.149,NY_82,10,northern_eurasian,1,1,6/22/23,20,19,12.3,6.7,7/31/23,39,2,NY,40.2,0.5555555555555556
10.149,NY_82,10,northern_eurasian,1,1,6/22/23,22,19,13.3,8.3,7/31/23,39,2,NY,40.2,0.6111111111111112
10.149,NY_82,10,northern_eurasian,1,1,6/22/23,25,23,21.1,11.3,7/31/23,39,2,NY,40.2,0.6944444444444444
10.149,NY_82,10,northern_eurasian,1,1,6/22/23,27,23,22,11.4,7/31/23,39,2,NY,40.2,0.75
10.149,NY_82,10,northern_eurasian,1,1,6/22/23,29,23,22.7,11.6,7/31/23,39,2,NY,40.2,0.8055555555555556
10.149,NY_82,10,northern_eurasian,1,1,6/22/23,32,23,23.2,11.8,7/31/23,39,2,NY,40.2,0.8888888888888888
10.149,NY_82,10,northern_eurasian,1,1,6/22/23,34,28,23.2,11.8,7/31/23,39,2,NY,40.2,0.9444444444444444
10.149,NY_82,10,northern_eurasian,1,1,6/22/23,36,28,24.2,12.3,7/31/23,39,2,NY,40.2,1
10.149,NY_82,10,northern_eurasian,1,2,6/22/23,19,15,9.2,6.1,7/31/23,39,2,NY,41,0.5277777777777778
10.149,NY_82,10,northern_eurasian,1,2,6/22/23,20,17,11.9,7.2,7/31/23,39,2,NY,41,0.5555555555555556
10.149,NY_82,10,northern_eurasian,1,2,6/22/23,22,17,12.1,7.8,7/31/23,39,2,NY,41,0.6111111111111112
10.149,NY_82,10,northern_eurasian,1,2,6/22/23,25,21,19.6,10.8,7/31/23,39,2,NY,41,0.6944444444444444
10.149,NY_82,10,northern_eurasian,1,2,6/22/23,27,21,20.2,10.8,7/31/23,39,2,NY,41,0.75
10.149,NY_82,10,northern_eurasian,1,2,6/22/23,29,21,22.4,11.3,7/31/23,39,2,NY,41,0.8055555555555556
10.149,NY_82,10,northern_eurasian,1,2,6/22/23,32,21,23.2,12.2,7/31/23,39,2,NY,41,0.8888888888888888
10.149,NY_82,10,northern_eurasian,1,2,6/22/23,34,25,23.3,12.2,7/31/23,39,2,NY,41,0.9444444444444444
10.149,NY_82,10,northern_eurasian,1,2,6/22/23,36,28,23.3,12.9,7/31/23,39,2,NY,41,1
11.154,NY_83,11,northern_eurasian,1,1,6/22/23,19,9,1.8,1.2,7/31/23,39,2,NY,42,0.25
11.154,NY_83,11,northern_eurasian,1,1,6/22/23,20,11,2.5,1.6,7/31/23,39,2,NY,42,0.2631578947368421
11.154,NY_83,11,northern_eurasian,1,1,6/22/23,22,11,2.5,1.6,7/31/23,39,2,NY,42,0.2894736842105263
11.154,NY_83,11,northern_eurasian,1,1,6/22/23,25,14,5.8,3.6,7/31/23,39,2,NY,42,0.32894736842105265
11.154,NY_83,11,northern_eurasian,1,1,6/22/23,27,14,7.8,4.7,7/31/23,39,2,NY,42,0.35526315789473684
11.154,NY_83,11,northern_eurasian,1,1,6/22/23,29,14,7.8,4.7,7/31/23,39,2,NY,42,0.3815789473684211
11.154,NY_83,11,northern_eurasian,1,1,6/22/23,32,14,10.5,6.5,7/31/23,39,2,NY,42,0.42105263157894735
11.154,NY_83,11,northern_eurasian,1,1,6/22/23,34,14,10.5,6.5,7/31/23,39,2,NY,42,0.4473684210526316
11.154,NY_83,11,northern_eurasian,1,1,6/22/23,36,14,10.5,6.5,7/31/23,39,2,NY,42,0.47368421052631576
11.154,NY_83,11,northern_eurasian,2,1,6/22/23,48,5,0,0,8/23/23,62,2,NY,42,0.631578947
11.154,NY_83,11,northern_eurasian,2,1,6/22/23,50,7,7.3,3.6,8/23/23,62,2,NY,42,0.6578947368421053
11.154,NY_83,11,northern_eurasian,1,2,6/22/23,19,4,1,0.6,8/23/23,62,2,NY,43,0.25
11.154,NY_83,11,northern_eurasian,1,2,6/22/23,20,4,1.3,0.7,8/23/23,62,2,NY,43,0.2631578947368421
11.154,NY_83,11,northern_eurasian,1,2,6/22/23,22,4,1.3,0.7,8/23/23,62,2,NY,43,0.2894736842105263
11.154,NY_83,11,northern_eurasian,1,2,6/22/23,25,6,1.9,1.3,8/23/23,62,2,NY,43,0.32894736842105265
11.154,NY_83,11,northern_eurasian,1,2,6/22/23,27,7,1.9,1.3,8/23/23,62,2,NY,43,0.35526315789473684
11.154,NY_83,11,northern_eurasian,1,2,6/22/23,29,7,1.9,1.3,8/23/23,62,2,NY,43,0.3815789473684211
11.154,NY_83,11,northern_eurasian,1,2,6/22/23,32,8,1.9,2.2,8/23/23,62,2,NY,43,0.42105263157894735
11.154,NY_83,11,northern_eurasian,1,2,6/22/23,34,8,1.9,2.2,8/23/23,62,2,NY,43,0.4473684210526316
11.154,NY_83,11,northern_eurasian,1,2,6/22/23,36,8,4,2.4,8/23/23,62,2,NY,43,0.47368421052631576
11.154,NY_83,11,northern_eurasian,1,2,6/22/23,39,9,4.5,3.1,8/23/23,62,2,NY,43,0.5131578947368421
11.154,NY_83,11,northern_eurasian,1,2,6/22/23,41,9,4.5,3.1,8/23/23,62,2,NY,43,0.5394736842105263
11.154,NY_83,11,northern_eurasian,1,2,6/22/23,46,10,7.5,4.2,8/23/23,62,2,NY,43,0.6052631578947368
11.154,NY_83,11,northern_eurasian,1,2,6/22/23,48,10,7.5,4.2,8/23/23,62,2,NY,43,0.631578947
11.154,NY_83,11,northern_eurasian,1,2,6/22/23,50,10,7.5,4.2,8/23/23,62,2,NY,43,0.6578947368421053
11.156,NY_84,11,northern_eurasian,1,1,6/22/23,19,11,14.7,8.2,7/21/23,29,2,NY,44,0.25
11.156,NY_84,11,northern_eurasian,1,1,6/22/23,20,11,18.5,9.5,7/21/23,29,2,NY,44,0.2631578947368421
11.156,NY_84,11,northern_eurasian,1,1,6/22/23,22,12,20.2,12.5,7/21/23,29,2,NY,44,0.2894736842105263
11.156,NY_84,11,northern_eurasian,1,1,6/22/23,25,25,27.5,14.1,7/21/23,29,2,NY,44,0.32894736842105265
11.156,NY_84,11,northern_eurasian,1,1,6/22/23,27,25,27.7,14.1,7/21/23,29,2,NY,44,0.35526315789473684
11.156,NY_84,11,northern_eurasian,1,2,6/22/23,19,17,15.3,8.9,7/21/23,29,2,NY,45,0.25
11.156,NY_84,11,northern_eurasian,1,2,6/22/23,20,18,17.3,9.2,7/21/23,29,2,NY,45,0.2631578947368421
11.156,NY_84,11,northern_eurasian,1,2,6/22/23,22,18,20,12.6,7/21/23,29,2,NY,45,0.2894736842105263
11.156,NY_84,11,northern_eurasian,1,2,6/22/23,25,26,28,14.6,7/21/23,29,2,NY,45,0.32894736842105265
11.156,NY_84,11,northern_eurasian,1,2,6/22/23,27,26,28,14.7,7/21/23,29,2,NY,45,0.35526315789473684
11.161,NY_05,11,northern_eurasian,1,1,6/22/23,19,10,9.5,5.9,7/21/23,29,2,NY,46,0.25
11.161,NY_05,11,northern_eurasian,1,1,6/22/23,20,12,11.4,7.1,7/21/23,29,2,NY,46,0.2631578947368421
11.161,NY_05,11,northern_eurasian,1,1,6/22/23,22,12,12.8,9.1,7/21/23,29,2,NY,46,0.2894736842105263
11.161,NY_05,11,northern_eurasian,1,1,6/22/23,25,18,20.1,11.5,7/21/23,29,2,NY,46,0.32894736842105265
11.161,NY_05,11,northern_eurasian,1,1,6/22/23,27,18,20.2,11.5,7/21/23,29,2,NY,46,0.35526315789473684
11.164,NY_85,11,northern_eurasian,1,1,6/22/23,19,9,5,4.2,7/21/23,29,2,NY,46.2,0.5277777777777778
11.164,NY_85,11,northern_eurasian,1,1,6/22/23,20,9,7.5,5,7/21/23,29,2,NY,46.2,0.5555555555555556
11.164,NY_85,11,northern_eurasian,1,1,6/22/23,22,9,10,6,7/21/23,29,2,NY,46.2,0.6111111111111112
11.164,NY_85,11,northern_eurasian,1,1,6/22/23,25,13,17.3,9.6,7/21/23,29,2,NY,46.2,0.6944444444444444
11.164,NY_85,11,northern_eurasian,1,1,6/22/23,27,13,19.3,10.2,7/21/23,29,2,NY,46.2,0.75
11.164,NY_85,11,northern_eurasian,1,2,6/22/23,19,7,2.3,1.3,7/31/23,39,2,NY,47,0.5277777777777778
11.164,NY_85,11,northern_eurasian,1,2,6/22/23,20,8,3.1,1.8,7/31/23,39,2,NY,47,0.5555555555555556
11.164,NY_85,11,northern_eurasian,1,2,6/22/23,22,8,3.2,1.9,7/31/23,39,2,NY,47,0.6111111111111112
11.164,NY_85,11,northern_eurasian,1,2,6/22/23,25,11,7,4.5,7/31/23,39,2,NY,47,0.6944444444444444
11.164,NY_85,11,northern_eurasian,1,2,6/22/23,27,11,10.1,5.5,7/31/23,39,2,NY,47,0.75
11.164,NY_85,11,northern_eurasian,1,2,6/22/23,29,11,12.5,6.5,7/31/23,39,2,NY,47,0.8055555555555556
11.164,NY_85,11,northern_eurasian,1,2,6/22/23,32,11,16.8,9.6,7/31/23,39,2,NY,47,0.8888888888888888
11.164,NY_85,11,northern_eurasian,1,2,6/22/23,34,11,16.8,9.6,7/31/23,39,2,NY,47,0.9444444444444444
11.164,NY_85,11,northern_eurasian,1,2,6/22/23,36,13,17.2,9.9,7/31/23,39,2,NY,47,1
11.165,NY_86,11,northern_eurasian,1,1,6/22/23,19,10,13.1,7.8,7/31/23,39,2,NY,48,0.5277777777777778
11.165,NY_86,11,northern_eurasian,1,1,6/22/23,20,12,15.8,8.9,7/31/23,39,2,NY,48,0.5555555555555556
11.165,NY_86,11,northern_eurasian,1,1,6/22/23,22,12,18.2,10.8,7/31/23,39,2,NY,48,0.6111111111111112
11.165,NY_86,11,northern_eurasian,1,1,6/22/23,25,15,21.1,12.1,7/31/23,39,2,NY,48,0.6944444444444444
11.165,NY_86,11,northern_eurasian,1,1,6/22/23,27,15,22.3,12.1,7/31/23,39,2,NY,48,0.75
11.165,NY_86,11,northern_eurasian,1,1,6/22/23,29,15,22.5,12.1,7/31/23,39,2,NY,48,0.8055555555555556
11.165,NY_86,11,northern_eurasian,1,1,6/22/23,32,15,23.8,12.8,7/31/23,39,2,NY,48,0.8888888888888888
11.165,NY_86,11,northern_eurasian,1,1,6/22/23,34,15,23.8,12.8,7/31/23,39,2,NY,48,0.9444444444444444
11.165,NY_86,11,northern_eurasian,1,1,6/22/23,36,29,25,13.3,7/31/23,39,2,NY,48,1
11.165,NY_86,11,northern_eurasian,1,2,6/22/23,19,13,5,3.1,7/28/23,36,2,NY,49,0.5277777777777778
11.165,NY_86,11,northern_eurasian,1,2,6/22/23,20,15,5.6,4,7/28/23,36,2,NY,49,0.5555555555555556
11.165,NY_86,11,northern_eurasian,1,2,6/22/23,22,15,7.4,5.4,7/28/23,36,2,NY,49,0.6111111111111112
11.165,NY_86,11,northern_eurasian,1,2,6/22/23,25,17,14.8,7.9,7/28/23,36,2,NY,49,0.6944444444444444
11.165,NY_86,11,northern_eurasian,1,2,6/22/23,27,17,17.8,9.2,7/28/23,36,2,NY,49,0.75
11.165,NY_86,11,northern_eurasian,1,2,6/22/23,29,17,19.7,10.1,7/28/23,36,2,NY,49,0.8055555555555556
11.165,NY_86,11,northern_eurasian,1,2,6/22/23,32,22,20.2,11.1,7/28/23,36,2,NY,49,0.8888888888888888
11.165,NY_86,11,northern_eurasian,1,2,6/22/23,34,22,20.2,11.1,7/28/23,36,2,NY,49,0.9444444444444444
13.181,NY_87,13,northern_eurasian,1,1,6/22/23,19,0,0,0,8/23/23,62,2,NY,50,0.25
13.181,NY_87,13,northern_eurasian,1,1,6/22/23,20,0,0,0,8/23/23,62,2,NY,50,0.2631578947368421
13.181,NY_87,13,northern_eurasian,1,1,6/22/23,22,3,0,0,8/23/23,62,2,NY,50,0.2894736842105263
13.181,NY_87,13,northern_eurasian,1,1,6/22/23,25,3,0,0,8/23/23,62,2,NY,50,0.32894736842105265
13.181,NY_87,13,northern_eurasian,1,1,6/22/23,27,4,1.3,0.8,8/23/23,62,2,NY,50,0.35526315789473684
13.181,NY_87,13,northern_eurasian,1,1,6/22/23,29,5,2.2,1.7,8/23/23,62,2,NY,50,0.3815789473684211
13.181,NY_87,13,northern_eurasian,1,1,6/22/23,32,6,2.2,1.7,8/23/23,62,2,NY,50,0.42105263157894735
13.181,NY_87,13,northern_eurasian,1,1,6/22/23,34,7,5.7,4.4,8/23/23,62,2,NY,50,0.4473684210526316
13.181,NY_87,13,northern_eurasian,1,1,6/22/23,36,8,7.7,4.4,8/23/23,62,2,NY,50,0.47368421052631576
13.181,NY_87,13,northern_eurasian,1,1,6/22/23,39,8,9.1,5.6,8/23/23,62,2,NY,50,0.5131578947368421
13.181,NY_87,13,northern_eurasian,1,1,6/22/23,41,8,10.9,5.6,8/23/23,62,2,NY,50,0.5394736842105263
13.181,NY_87,13,northern_eurasian,1,1,6/22/23,46,9,11.3,6.7,8/23/23,62,2,NY,50,0.6052631578947368
13.181,NY_87,13,northern_eurasian,1,1,6/22/23,48,9,12,6.8,8/23/23,62,2,NY,50,0.631578947
13.181,NY_87,13,northern_eurasian,1,1,6/22/23,50,12,12.1,7.4,8/23/23,62,2,NY,50,0.6578947368421053
13.183,NY_88,13,northern_eurasian,1,1.2,6/22/23,19,10,6.3,4.2,7/28/23,36,2,NY,50.2,0.5588235294117647
13.183,NY_88,13,northern_eurasian,1,1.2,6/22/23,20,11,8.2,4.8,7/28/23,36,2,NY,50.2,0.5882352941176471
13.183,NY_88,13,northern_eurasian,1,1.2,6/22/23,22,12,11.2,6.7,7/28/23,36,2,NY,50.2,0.6470588235294118
13.183,NY_88,13,northern_eurasian,1,1.2,6/22/23,25,12,16.6,9.3,7/28/23,36,2,NY,50.2,0.7352941176470589
13.183,NY_88,13,northern_eurasian,1,1.2,6/22/23,27,21,20,10.4,7/28/23,36,2,NY,50.2,0.7941176470588235
13.183,NY_88,13,northern_eurasian,1,1.2,6/22/23,29,21,20,10.6,7/28/23,36,2,NY,50.2,0.8529411764705882
13.183,NY_88,13,northern_eurasian,1,1.2,6/22/23,32,21,20,10.6,7/28/23,36,2,NY,50.2,0.9411764705882353
13.183,NY_88,13,northern_eurasian,1,1.2,6/22/23,34,23,20,10.6,7/28/23,36,2,NY,50.2,1
13.183,NY_88,13,northern_eurasian,1,2,6/22/23,19,15,7.5,5,7/28/23,36,2,NY,51,0.5588235294117647
13.183,NY_88,13,northern_eurasian,1,2,6/22/23,20,16,8.5,5.8,7/28/23,36,2,NY,51,0.5882352941176471
13.183,NY_88,13,northern_eurasian,1,2,6/22/23,22,19,12,7.1,7/28/23,36,2,NY,51,0.6470588235294118
13.183,NY_88,13,northern_eurasian,1,2,6/22/23,25,19,14.3,7.5,7/28/23,36,2,NY,51,0.7352941176470589
13.183,NY_88,13,northern_eurasian,1,2,6/22/23,27,22,15.6,9,7/28/23,36,2,NY,51,0.7941176470588235
13.183,NY_88,13,northern_eurasian,1,2,6/22/23,29,26,18.2,10.1,7/28/23,36,2,NY,51,0.8529411764705882
13.183,NY_88,13,northern_eurasian,1,2,6/22/23,32,26,18.4,10.1,7/28/23,36,2,NY,51,0.9411764705882353
13.183,NY_88,13,northern_eurasian,1,2,6/22/23,34,26,18.4,10.5,7/28/23,36,2,NY,51,1
13.184,NY_06,13,northern_eurasian,1,1,6/22/23,19,11,2,1.2,8/7/23,46,2,NY,52,0.38
13.184,NY_06,13,northern_eurasian,1,1,6/22/23,20,13,2.6,1.5,8/7/23,46,2,NY,52,0.4
13.184,NY_06,13,northern_eurasian,1,1,6/22/23,22,13,3.8,1.9,8/7/23,46,2,NY,52,0.44
13.184,NY_06,13,northern_eurasian,1,1,6/22/23,25,15,6.5,3.3,8/7/23,46,2,NY,52,0.5
13.184,NY_06,13,northern_eurasian,1,1,6/22/23,27,16,9.1,5.1,8/7/23,46,2,NY,52,0.54
13.184,NY_06,13,northern_eurasian,1,1,6/22/23,29,18,11.7,6.9,8/7/23,46,2,NY,52,0.58
13.184,NY_06,13,northern_eurasian,1,1,6/22/23,32,18,15.7,8.4,8/7/23,46,2,NY,52,0.64
13.184,NY_06,13,northern_eurasian,1,1,6/22/23,34,24,17.3,10.4,8/7/23,46,2,NY,52,0.68
13.184,NY_06,13,northern_eurasian,1,1,6/22/23,36,24,18.2,10.4,8/7/23,46,2,NY,52,0.72
13.184,NY_06,13,northern_eurasian,1,1,6/22/23,39,24,20.8,11.8,8/7/23,46,2,NY,52,0.78
13.184,NY_06,13,northern_eurasian,1,1,6/22/23,41,26,20.8,11.8,8/7/23,46,2,NY,52,0.82
13.184,NY_06,13,northern_eurasian,1,1,6/22/23,46,26,20.8,11.8,8/7/23,46,2,NY,52,0.92
